merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{geo}ეგვიპტე,ɛ ɡ v i pʼ tʼ ɛ,0,ეგვიპტე,0
{geo}ეგზემა,ɛ ɡ z ɛ m ɑ,0,ეგზემა,0
{geo}ეგზოტიკური,ɛ ɡ z ɔ tʼ i kʼ u r i,0,ეგზოტიკური,0
{geo}ეგიდა,ɛ ɡ i d ɑ,0,ეგიდა,0
{geo}ეგოისტურად,ɛ ɡ ɔ i s tʼ u r ɑ d,0,ეგოისტურად,0
{geo}ეგოისტური,ɛ ɡ ɔ i s tʼ u r i,0,ეგოისტური,0
{geo}ეგოტიზმი,ɛ ɡ ɔ tʼ i z m i,0,ეგოტიზმი,0
{geo}ეგრე,ɛ ɡ r ɛ,0,ეგრე,0
{geo}ეგრევე,ɛ ɡ r ɛ v ɛ,0,ეგრევე,0
{geo}ედგარი,ɛ d ɡ ɑ r i,0,ედგარი,0
{geo}ევა,ɛ v ɑ,0,ევა,0
{geo}ევაკუაცია,ɛ v ɑ kʼ u ɑ t͡s i ɑ,0,ევაკუაცია,0
{geo}ევგენი,ɛ v ɡ ɛ n i,0,ევგენი,0
{geo}ევერესტი,ɛ v ɛ r ɛ s tʼ i,0,ევერესტი,0
{geo}ევოლუცია,ɛ v ɔ l u t͡s i ɑ,0,ევოლუცია,0
{geo}ევოლუციური,ɛ v ɔ l u t͡s i u r i,0,ევოლუციური,0
{geo}ევრაზია,ɛ v r ɑ z i ɑ,0,ევრაზია,0
{geo}ევრო,ɛ v r ɔ,0,ევრო,0
{geo}ევროპა,ɛ v r ɔ pʼ ɑ,0,ევროპა,0
{geo}ევროპამ,ɛ v r ɔ pʼ ɑ m,0,ევროპამ,0
{geo}ევროპას,ɛ v r ɔ pʼ ɑ s,0,ევროპას,0
{geo}ევროპის,ɛ v r ɔ pʼ i s,0,ევროპის,0
{geo}ევროპული,ɛ v r ɔ pʼ u l i,0,ევროპული,0
{geo}ეზო,ɛ z ɔ,0,ეზო,0
{geo}ეთერი,ɛ tʰ ɛ r i,0,ეთერი,0
{geo}ეთიკა,ɛ tʰ i kʼ ɑ,0,ეთიკა,0
{geo}ეთიკურად,ɛ tʰ i kʼ u r ɑ d,0,ეთიკურად,0
{geo}ეთიკური,ɛ tʰ i kʼ u r i,0,ეთიკური,0
{geo}ეთიოპიელი,ɛ tʰ i ɔ pʼ i ɛ l i,0,ეთიოპიელი,0
{geo}ეთნიკურად,ɛ tʰ n i kʼ u r ɑ d,0,ეთნიკურად,0
{geo}ეთნიკური,ɛ tʰ n i kʼ u r i,0,ეთნიკური,0
{geo}ეთნოგრაფიული,ɛ tʰ n ɔ ɡ r ɑ pʰ i u l i,0,ეთნოგრაფიული,0
{geo}ეკალი,ɛ kʼ ɑ l i,0,ეკალი,0
{geo}ეკატერინე,ɛ kʼ ɑ tʼ ɛ r i n ɛ,0,ეკატერინე,0
{geo}ეკვადორი,ɛ kʼ v ɑ d ɔ r i,0,ეკვადორი,0
{geo}ეკვატორი,ɛ kʼ v ɑ tʼ ɔ r i,0,ეკვატორი,0
{geo}ეკვივალენტი,ɛ kʼ v i v ɑ l ɛ n tʼ i,0,ეკვივალენტი,0
{geo}ეკიპაჟი,ɛ kʼ i pʼ ɑ ʒ i,0,ეკიპაჟი,0
{geo}ეკლესია,ɛ kʼ l ɛ s i ɑ,0,ეკლესია,0
{geo}ეკლესიამ,ɛ kʼ l ɛ s i ɑ m,0,ეკლესიამ,0
{geo}ეკლესიას,ɛ kʼ l ɛ s i ɑ s,0,ეკლესიას,0
{geo}ეკლესიის,ɛ kʼ l ɛ s i i s,0,ეკლესიის,0
{geo}ეკოლოგი,ɛ kʼ ɔ l ɔ ɡ i,0,ეკოლოგი,0
{geo}ეკოლოგია,ɛ kʼ ɔ l ɔ ɡ i ɑ,0,ეკოლოგია,0
{geo}ეკოლოგიურად,ɛ kʼ ɔ l ɔ ɡ i u r ɑ d,0,ეკოლოგიურად,0
{geo}ეკოლოგიური,ɛ kʼ ɔ l ɔ ɡ i u r i,0,ეკოლოგიური,0
{geo}ეკონომია,ɛ kʼ ɔ n ɔ m i ɑ,0,ეკონომია,0
{geo}ეკონომიკა,ɛ kʼ ɔ n ɔ m i kʼ ɑ,0,ეკონომიკა,0
{geo}ეკონომიკად,ɛ kʼ ɔ n ɔ m i kʼ ɑ d,0,ეკონომიკად,0
{geo}ეკონომიკამ,ɛ kʼ ɔ n ɔ m i kʼ ɑ m,0,ეკონომიკამ,0
{geo}ეკონომიკას,ɛ kʼ ɔ n ɔ m i kʼ ɑ s,0,ეკონომიკას,0
{geo}ეკონომიკით,ɛ kʼ ɔ n ɔ m i kʼ i tʰ,0,ეკონომიკით,0
{geo}ეკონომიკის,ɛ kʼ ɔ n ɔ m i kʼ i s,0,ეკონომიკის,0
{geo}ეკონომიურად,ɛ kʼ ɔ n ɔ m i u r ɑ d,0,ეკონომიურად,0
{geo}ეკონომიური,ɛ kʼ ɔ n ɔ m i u r i,0,ეკონომიური,0
{geo}ელასტიკური,ɛ l ɑ s tʼ i kʼ u r i,0,ელასტიკური,0
{geo}ელასტიური,ɛ l ɑ s tʼ i u r i,0,ელასტიური,0
{geo}ელეგანტურად,ɛ l ɛ ɡ ɑ n tʼ u r ɑ d,0,ელეგანტურად,0
{geo}ელეგიური,ɛ l ɛ ɡ i u r i,0,ელეგიური,0
{geo}ელემენტარულად,ɛ l ɛ m ɛ n tʼ ɑ r u l ɑ d,0,ელემენტარულად,0
{geo}ელემენტი,ɛ l ɛ m ɛ n tʼ i,0,ელემენტი,0
{geo}ელექტორატი,ɛ l ɛ kʰ tʼ ɔ r ɑ tʼ i,0,ელექტორატი,0
{geo}ელექტროდი,ɛ l ɛ kʰ tʼ r ɔ d i,0,ელექტროდი,0
{geo}ელექტრონი,ɛ l ɛ kʰ tʼ r ɔ n i,0,ელექტრონი,0
{geo}ელექტრონული,ɛ l ɛ kʰ tʼ r ɔ n u l i,0,ელექტრონული,0
{geo}ელვა,ɛ l v ɑ,0,ელვა,0
{geo}ელვარე,ɛ l v ɑ r ɛ,0,ელვარე,0
{geo}ელსმენი,ɛ l s m ɛ n i,0,ელსმენი,0
{geo}ელჩი,ɛ l t͡ʃ i,0,ელჩი,0
{geo}ემა,ɛ m ɑ,0,ემა,0
{geo}ემბლემა,ɛ m b l ɛ m ɑ,0,ემბლემა,0
{geo}ემიგრანტი,ɛ m i ɡ r ɑ n tʼ i,0,ემიგრანტი,0
{geo}ემიგრაცია,ɛ m i ɡ r ɑ t͡s i ɑ,0,ემიგრაცია,0
{geo}ემილი,ɛ m i l i,0,ემილი,0
{geo}ემირი,ɛ m i r i,0,ემირი,0
{geo}ემოციური,ɛ m ɔ t͡s i u r i,0,ემოციური,0
{geo}ემუქრები,ɛ m u kʰ r ɛ b i,0,ემუქრები,0
{geo}ენა,ɛ n ɑ,0,ენა,0
{geo}ენანება,ɛ n ɑ n ɛ b ɑ,0,ენანება,0
{geo}ენგური,ɛ n ɡ u r i,0,ენგური,0
{geo}ენდემური,ɛ n d ɛ m u r i,0,ენდემური,0
{geo}ენდობა,ɛ n d ɔ b ɑ,0,ენდობა,0
{geo}ენერგია,ɛ n ɛ r ɡ i ɑ,0,ენერგია,0
{geo}ენერგიულად,ɛ n ɛ r ɡ i u l ɑ d,0,ენერგიულად,0
{geo}ენერგიული,ɛ n ɛ r ɡ i u l i,0,ენერგიული,0
{geo}ენთუზიაზმი,ɛ n tʰ u z i ɑ z m i,0,ენთუზიაზმი,0
{geo}ენთუზიაზმით,ɛ n tʰ u z i ɑ z m i tʰ,0,ენთუზიაზმით,0
{geo}ენთუზიასტი,ɛ n tʰ u z i ɑ s tʼ i,0,ენთუზიასტი,0
{geo}ეპარება,ɛ pʼ ɑ r ɛ b ɑ,0,ეპარება,0
{geo}ეპარქია,ɛ pʼ ɑ r kʰ i ɑ,0,ეპარქია,0
{geo}ეპიდემია,ɛ pʼ i d ɛ m i ɑ,0,ეპიდემია,0
{geo}ეპიდერმისი,ɛ pʼ i d ɛ r m i s i,0,ეპიდერმისი,0
{geo}ეპიზოდი,ɛ pʼ i z ɔ d i,0,ეპიზოდი,0
{geo}ეპიზოდური,ɛ pʼ i z ɔ d u r i,0,ეპიზოდური,0
{geo}ეპითეტი,ɛ pʼ i tʰ ɛ tʼ i,0,ეპითეტი,0
{geo}ეპილეფსია,ɛ pʼ i l ɛ pʰ s i ɑ,0,ეპილეფსია,0
{geo}ეპისკოპოსი,ɛ pʼ i s kʼ ɔ pʼ ɔ s i,0,ეპისკოპოსი,0
{geo}ეპისტოლარული,ɛ pʼ i s tʼ ɔ l ɑ r u l i,0,ეპისტოლარული,0
{geo}ეპისტოლე,ɛ pʼ i s tʼ ɔ l ɛ,0,ეპისტოლე,0
{geo}ეპიცენტრი,ɛ pʼ i t͡s ɛ n tʼ r i,0,ეპიცენტრი,0
{geo}ეპოქა,ɛ pʼ ɔ kʰ ɑ,0,ეპოქა,0
{geo}ეპოქალური,ɛ pʼ ɔ kʰ ɑ l u r i,0,ეპოქალური,0
{geo}ერაყი,ɛ r ɑ qʼ i,0,ერაყი,0
{geo}ერევანი,ɛ r ɛ v ɑ n i,0,ერევანი,0
{geo}ერთადერთი,ɛ r tʰ ɑ d ɛ r tʰ i,0,ერთადერთი,0
{geo}ერთბაშად,ɛ r tʰ b ɑ ʃ ɑ d,0,ერთბაშად,0
{geo}ერთგვაროვანი,ɛ r tʰ ɡ v ɑ r ɔ v ɑ n i,0,ერთგვაროვანი,0
{geo}ერთგულება,ɛ r tʰ ɡ u l ɛ b ɑ,0,ერთგულება,0
{geo}ერთდროული,ɛ r tʰ d r ɔ u l i,0,ერთდროული,0
{geo}ერთერთი,ɛ r tʰ ɛ r tʰ i,0,ერთერთი,0
{geo}ერთთავად,ɛ r tʰ tʰ ɑ v ɑ d,0,ერთთავად,0
{geo}ერთი,ɛ r tʰ i,0,ერთი,0
{geo}ერთიანი,ɛ r tʰ i ɑ n i,0,ერთიანი,0
{geo}ერთიანობა,ɛ r tʰ i ɑ n ɔ b ɑ,0,ერთიანობა,0
{geo}ერთმანეთი,ɛ r tʰ m ɑ n ɛ tʰ i,0,ერთმანეთი,0
{geo}ერთნაირობა,ɛ r tʰ n ɑ i r ɔ b ɑ,0,ერთნაირობა,0
{geo}ერთობა,ɛ r tʰ ɔ b ɑ,0,ერთობა,0
{geo}ერთობლივად,ɛ r tʰ ɔ b l i v ɑ d,0,ერთობლივად,0
{geo}ერთობლივი,ɛ r tʰ ɔ b l i v i,0,ერთობლივი,0
{geo}ერთობლიობა,ɛ r tʰ ɔ b l i ɔ b ɑ,0,ერთობლიობა,0
{geo}ერთსულოვნად,ɛ r tʰ s u l ɔ v n ɑ d,0,ერთსულოვნად,0
{geo}ერთსულოვნება,ɛ r tʰ s u l ɔ v n ɛ b ɑ,0,ერთსულოვნება,0
{geo}ერთსქესიანი,ɛ r tʰ s kʰ ɛ s i ɑ n i,0,ერთსქესიანი,0
{geo}ერთფეროვნად,ɛ r tʰ pʰ ɛ r ɔ v n ɑ d,0,ერთფეროვნად,0
{geo}ერთფეროვნება,ɛ r tʰ pʰ ɛ r ɔ v n ɛ b ɑ,0,ერთფეროვნება,0
{geo}ერთხელ,ɛ r tʰ x ɛ l,0,ერთხელ,0
{geo}ერთხელაც,ɛ r tʰ x ɛ l ɑ t͡s,0,ერთხელაც,0
{geo}ერი,ɛ r i,0,ერი,0
{geo}ერიკა,ɛ r i kʼ ɑ,0,ერიკა,0
{geo}ერიკი,ɛ r i kʼ i,0,ერიკი,0
{geo}ერისთავი,ɛ r i s tʰ ɑ v i,0,ერისთავი,0
{geo}ერმა,ɛ r m ɑ,0,ერმა,0
{geo}ერნესტი,ɛ r n ɛ s tʼ i,0,ერნესტი,0
{geo}ეროვნული,ɛ r ɔ v n u l i,0,ეროვნული,0
{geo}ეროზია,ɛ r ɔ z i ɑ,0,ეროზია,0
{geo}ეროზიული,ɛ r ɔ z i u l i,0,ეროზიული,0
{geo}ერუდირებულად,ɛ r u d i r ɛ b u l ɑ d,0,ერუდირებულად,0
{geo}ერუდიცია,ɛ r u d i t͡s i ɑ,0,ერუდიცია,0
{geo}ეს,ɛ s,0,ეს,0
{geo}ესე,ɛ s ɛ,0,ესე,0
{geo}ესეთი,ɛ s ɛ tʰ i,0,ესეთი,0
{geo}ესეისტი,ɛ s ɛ i s tʼ i,0,ესეისტი,0
{geo}ესენი,ɛ s ɛ n i,0,ესენი,0
{geo}ესთეტი,ɛ s tʰ ɛ tʼ i,0,ესთეტი,0
{geo}ესთეტიკა,ɛ s tʰ ɛ tʼ i kʼ ɑ,0,ესთეტიკა,0
{geo}ესთეტიკური,ɛ s tʰ ɛ tʼ i kʼ u r i,0,ესთეტიკური,0
{geo}ესკალაცია,ɛ s kʼ ɑ l ɑ t͡s i ɑ,0,ესკალაცია,0
{geo}ესკიზური,ɛ s kʼ i z u r i,0,ესკიზური,0
{geo}ესკორტი,ɛ s kʼ ɔ r tʼ i,0,ესკორტი,0
{geo}ესპანეთი,ɛ s pʼ ɑ n ɛ tʰ i,0,ესპანეთი,0
{geo}ესპანეთის,ɛ s pʼ ɑ n ɛ tʰ i s,0,ესპანეთის,0
{geo}ესპანეთმა,ɛ s pʼ ɑ n ɛ tʰ m ɑ,0,ესპანეთმა,0
{geo}ესპანური,ɛ s pʼ ɑ n u r i,0,ესპანური,0
{geo}ესტაკადა,ɛ s tʼ ɑ kʼ ɑ d ɑ,0,ესტაკადა,0
{geo}ესტონეთი,ɛ s tʼ ɔ n ɛ tʰ i,0,ესტონეთი,0
{geo}ეტარებინა,ɛ tʼ ɑ r ɛ b i n ɑ,0,ეტარებინა,0
{geo}ეტიკეტი,ɛ tʼ i kʼ ɛ tʼ i,0,ეტიკეტი,0
{geo}ეტლი,ɛ tʼ l i,0,ეტლი,0
{geo}ეტრატი,ɛ tʼ r ɑ tʼ i,0,ეტრატი,0
{geo}ეტყვის,ɛ tʼ qʼ v i s,0,ეტყვის,0
{geo}ეტყობა,ɛ tʼ qʼ ɔ b ɑ,0,ეტყობა,0
{geo}ეუბნება,ɛ u b n ɛ b ɑ,0,ეუბნება,0
{geo}ეფემერული,ɛ pʰ ɛ m ɛ r u l i,0,ეფემერული,0
{geo}ეფექტი,ɛ pʰ ɛ kʰ tʼ i,0,ეფექტი,0
{geo}ეფექტური,ɛ pʰ ɛ kʰ tʼ u r i,0,ეფექტური,0
{geo}ეფექტურობა,ɛ pʰ ɛ kʰ tʼ u r ɔ b ɑ,0,ეფექტურობა,0
{geo}ექვსგზის,ɛ kʰ v s ɡ z i s,0,ექვსგზის,0
{geo}ექვსი,ɛ kʰ v s i,0,ექვსი,0
{geo}ექთანი,ɛ kʰ tʰ ɑ n i,0,ექთანი,0
{geo}ექიმი,ɛ kʰ i m i,0,ექიმი,0
{geo}ექიმის,ɛ kʰ i m i s,0,ექიმის,0
{geo}ექიმმა,ɛ kʰ i m m ɑ,0,ექიმმა,0
{geo}ექნებოდა,ɛ kʰ n ɛ b ɔ d ɑ,0,ექნებოდა,0
{geo}ექო,ɛ kʰ ɔ,0,ექო,0
{geo}ექსკურსია,ɛ kʰ s kʼ u r s i ɑ,0,ექსკურსია,0
{geo}ექსპედიცია,ɛ kʰ s pʼ ɛ d i t͡s i ɑ,0,ექსპედიცია,0
{geo}ექსპერიმენტი,ɛ kʰ s pʼ ɛ r i m ɛ n tʼ i,0,ექსპერიმენტი,0
{geo}ექსპერიმენტულად,ɛ kʰ s pʼ ɛ r i m ɛ n tʼ u l ɑ d,0,ექსპერიმენტულად,0
{geo}ექსპლუატაცია,ɛ kʰ s pʼ l u ɑ tʼ ɑ t͡s i ɑ,0,ექსპლუატაცია,0
{geo}ექსპონატი,ɛ kʰ s pʼ ɔ n ɑ tʼ i,0,ექსპონატი,0
{geo}ექსპორტიორი,ɛ kʰ s pʼ ɔ r tʼ i ɔ r i,0,ექსპორტიორი,0
{geo}ექსპრესი,ɛ kʰ s pʼ r ɛ s i,0,ექსპრესი,0
{geo}ექსპრომტად,ɛ kʰ s pʼ r ɔ m tʼ ɑ d,0,ექსპრომტად,0
{geo}ექსტაზი,ɛ kʰ s tʼ ɑ z i,0,ექსტაზი,0
{geo}ექსტაზური,ɛ kʰ s tʼ ɑ z u r i,0,ექსტაზური,0
{geo}ექსტრემისტი,ɛ kʰ s tʼ r ɛ m i s tʼ i,0,ექსტრემისტი,0
{geo}ექსჰუმაცია,ɛ kʰ s h u m ɑ t͡s i ɑ,0,ექსჰუმაცია,0
{geo}ეღვიძება,ɛ ɣ v i d͡z ɛ b ɑ,0,ეღვიძება,0
{geo}ეშელონი,ɛ ʃ ɛ l ɔ n i,0,ეშელონი,0
{geo}ეშინია,ɛ ʃ i n i ɑ,0,ეშინია,0
{geo}ეშმაკი,ɛ ʃ m ɑ kʼ i,0,ეშმაკი,0
{geo}ეშმაკის,ɛ ʃ m ɑ kʼ i s,0,ეშმაკის,0
{geo}ეშმაკმა,ɛ ʃ m ɑ kʼ m ɑ,0,ეშმაკმა,0
{geo}ეშმაკობა,ɛ ʃ m ɑ kʼ ɔ b ɑ,0,ეშმაკობა,0
{geo}ეშმაკს,ɛ ʃ m ɑ kʼ s,0,ეშმაკს,0
{geo}ეშხი,ɛ ʃ x i,0,ეშხი,0
{geo}ეშხიანი,ɛ ʃ x i ɑ n i,0,ეშხიანი,0
{geo}ეწევი,ɛ t͡sʼ ɛ v i,0,ეწევი,0
{geo}ეწვევა,ɛ t͡sʼ v ɛ v ɑ,0,ეწვევა,0
{geo}ეწოდა,ɛ t͡sʼ ɔ d ɑ,0,ეწოდა,0
{geo}ეჭვი,ɛ t͡ʃʼ v i,0,ეჭვი,0
{geo}ეჭვიანი,ɛ t͡ʃʼ v i ɑ n i,0,ეჭვიანი,0
{geo}ეჭვიანობა,ɛ t͡ʃʼ v i ɑ n ɔ b ɑ,0,ეჭვიანობა,0
{geo}ეხლა,ɛ x l ɑ,0,ეხლა,0
{geo}ეხმაურება,ɛ x m ɑ u r ɛ b ɑ,0,ეხმაურება,0
{geo}ვაგინალური,v ɑ ɡ i n ɑ l u r i,0,ვაგინალური,0
{geo}ვაგონი,v ɑ ɡ ɔ n i,0,ვაგონი,0
{geo}ვადა,v ɑ d ɑ,0,ვადა,0
{geo}ვაზნა,v ɑ z n ɑ,0,ვაზნა,0
{geo}ვაიმე,v ɑ i m ɛ,0,ვაიმე,0
{geo}ვაკანტური,v ɑ kʼ ɑ n tʼ u r i,0,ვაკანტური,0
{geo}ვაკე,v ɑ kʼ ɛ,0,ვაკე,0
{geo}ვაკუუმი,v ɑ kʼ u u m i,0,ვაკუუმი,0
{geo}ვალდებულება,v ɑ l d ɛ b u l ɛ b ɑ,0,ვალდებულება,0
{geo}ვალდებული,v ɑ l d ɛ b u l i,0,ვალდებული,0
{geo}ვალი,v ɑ l i,0,ვალი,0
{geo}ვალიშვილი,v ɑ l i ʃ v i l i,0,ვალიშვილი,0
{geo}ვალსი,v ɑ l s i,0,ვალსი,0
{geo}ვალუტა,v ɑ l u tʼ ɑ,0,ვალუტა,0
{geo}ვანდალიზმი,v ɑ n d ɑ l i z m i,0,ვანდალიზმი,0
{geo}ვანი,v ɑ n i,0,ვანი,0
{geo}ვანილი,v ɑ n i l i,0,ვანილი,0
{geo}ვანო,v ɑ n ɔ,0,ვანო,0
{geo}ვაჟი,v ɑ ʒ i,0,ვაჟი,0
{geo}ვაჟიშვილი,v ɑ ʒ i ʃ v i l i,0,ვაჟიშვილი,0
{geo}ვაჟკაცურად,v ɑ ʒ kʼ ɑ t͡s u r ɑ d,0,ვაჟკაცურად,0
{geo}ვარაუდი,v ɑ r ɑ u d i,0,ვარაუდი,0
{geo}ვარაუდით,v ɑ r ɑ u d i tʰ,0,ვარაუდით,0
{geo}ვარდანიძე,v ɑ r d ɑ n i d͡z ɛ,0,ვარდანიძე,0
{geo}ვარდი,v ɑ r d i,0,ვარდი,0
{geo}ვარდისფერი,v ɑ r d i s pʰ ɛ r i,0,ვარდისფერი,0
{geo}ვარდნა,v ɑ r d n ɑ,0,ვარდნა,0
{geo}ვართ,v ɑ r tʰ,0,ვართ,0
{geo}ვარიაცია,v ɑ r i ɑ t͡s i ɑ,0,ვარიაცია,0
